ean,item_cd,brand,category,classification_key,department,product_type,name_en,name_local,size_us,color,price_usd,price_local,currency,locale,fixture,depth,handle,image,n_images
3608393936677,5638067,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipride Max Women's Running Shoes,Kiprun Kipride Chaussures de Running Max Femme,10,Grey Pink,160.00,152.0,EUR,fr-FR,PE-02,1,kiprun-kipride-max-womens-running-shoes-362221,https://cdn.shopify.com/s/files/1/1330/6287/files/8960644-001.jpg?v=1774560257,16
3608393936684,5645279,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipride Max Women's Running Shoes,Kiprun Kipride Chaussures de Running Max Femme,9,Grey Pink,160.00,152.0,EUR,fr-FR,PE-02,0,kiprun-kipride-max-womens-running-shoes-362221,https://cdn.shopify.com/s/files/1/1330/6287/files/8960644-001.jpg?v=1774560257,16
3608394135376,5793837,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipride Max Women's Running Shoes,Kiprun Kipride Chaussures de Running Max Femme,6.5,Grey Pink,160.00,152.0,EUR,fr-FR,PE-02,0,kiprun-kipride-max-womens-running-shoes-362221,https://cdn.shopify.com/s/files/1/1330/6287/files/8960644-001.jpg?v=1774560257,16
3608394135383,5779681,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipride Max Women's Running Shoes,Kiprun Kipride Chaussures de Running Max Femme,7.5,Grey Pink,160.00,152.0,EUR,fr-FR,PE-02,1,kiprun-kipride-max-womens-running-shoes-362221,https://cdn.shopify.com/s/files/1/1330/6287/files/8960644-001.jpg?v=1774560257,16
3608394135390,5779682,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipride Max Women's Running Shoes,Kiprun Kipride Chaussures de Running Max Femme,8.5,Grey Pink,160.00,152.0,EUR,fr-FR,PE-02,1,kiprun-kipride-max-womens-running-shoes-362221,https://cdn.shopify.com/s/files/1/1330/6287/files/8960644-001.jpg?v=1774560257,16
3608394136366,5791034,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipride Max Women's Running Shoes,Kiprun Kipride Chaussures de Running Max Femme,6.5,Fuschia,170.00,161.5,EUR,fr-FR,PE-02,1,kiprun-kipride-max-womens-running-shoes-362221,https://cdn.shopify.com/s/files/1/1330/6287/files/8960644-001.jpg?v=1774560257,16
3608394136373,5779680,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipride Max Women's Running Shoes,Kiprun Kipride Chaussures de Running Max Femme,7.5,Fuschia,170.00,161.5,EUR,fr-FR,PE-02,0,kiprun-kipride-max-womens-running-shoes-362221,https://cdn.shopify.com/s/files/1/1330/6287/files/8960644-001.jpg?v=1774560257,16
3608394136380,5792991,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipride Max Women's Running Shoes,Kiprun Kipride Chaussures de Running Max Femme,8.5,Fuschia,170.00,161.5,EUR,fr-FR,PE-02,1,kiprun-kipride-max-womens-running-shoes-362221,https://cdn.shopify.com/s/files/1/1330/6287/files/8960644-001.jpg?v=1774560257,16
3608390280964,4899397,Kiprun,accessories,accessories.socks,running,Socks,Kiprun Run 500 Thin No-Show Socks 2-Pack,Kiprun Run 500 Thin No-Show 2-Pack Chaussettes,W5-7.5 / M3.5-6,Snowy White,9.99,9.49,EUR,fr-FR,GB-R2-U1,2,kiprun-pack-of-2-pairs-of-run-500-thin-invisible-running-socks-348089,https://cdn.shopify.com/s/files/1/1330/6287/files/8810966-product_image-p2590592.jpg?v=1742382309,15
3608390280971,4899398,Kiprun,accessories,accessories.socks,running,Socks,Kiprun Run 500 Thin No-Show Socks 2-Pack,Kiprun Run 500 Thin No-Show 2-Pack Chaussettes,W8-10.5 / M6.5-9,Snowy White,9.99,9.49,EUR,fr-FR,GB-R2-U1,2,kiprun-pack-of-2-pairs-of-run-500-thin-invisible-running-socks-348089,https://cdn.shopify.com/s/files/1/1330/6287/files/8810966-product_image-p2590592.jpg?v=1742382309,15
3608390280988,4899399,Kiprun,accessories,accessories.socks,running,Socks,Kiprun Run 500 Thin No-Show Socks 2-Pack,Kiprun Run 500 Thin No-Show 2-Pack Chaussettes,W11-14 / M9.5-12,Snowy White,9.99,9.49,EUR,fr-FR,GB-R2-U1,2,kiprun-pack-of-2-pairs-of-run-500-thin-invisible-running-socks-348089,https://cdn.shopify.com/s/files/1/1330/6287/files/8810966-product_image-p2590592.jpg?v=1742382309,15
3608391128661,4865708,Quechua,accessories,accessories.socks,hike_camp,Socks,Quechua SH500 Merino Wool Winter Mid Socks - 2 Pairs,Quechua SH500 2 Pairs Chaussettes Mérinos Hiver Laine Mi-saison,3.5 - M6,Asphalt Blue,29.99,28.49,EUR,fr-FR,GB-R3-U1,2,quechua-sh500-merino-wool-winter-mid-socks-2-pairs-347161,https://cdn.shopify.com/s/files/1/1330/6287/files/8803668-product_image-p2746784.jpg?v=1755818946,7
3608391128678,4865709,Quechua,accessories,accessories.socks,hike_camp,Socks,Quechua SH500 Merino Wool Winter Mid Socks - 2 Pairs,Quechua SH500 2 Pairs Chaussettes Mérinos Hiver Laine Mi-saison,6.5 - M9,Asphalt Blue,29.99,28.49,EUR,fr-FR,GB-R3-U1,2,quechua-sh500-merino-wool-winter-mid-socks-2-pairs-347161,https://cdn.shopify.com/s/files/1/1330/6287/files/8803668-product_image-p2746784.jpg?v=1755818946,7
3608391128685,4865710,Quechua,accessories,accessories.socks,hike_camp,Socks,Quechua SH500 Merino Wool Winter Mid Socks - 2 Pairs,Quechua SH500 2 Pairs Chaussettes Mérinos Hiver Laine Mi-saison,9.5 - M12,Asphalt Blue,29.99,28.49,EUR,fr-FR,GB-R3-U1,2,quechua-sh500-merino-wool-winter-mid-socks-2-pairs-347161,https://cdn.shopify.com/s/files/1/1330/6287/files/8803668-product_image-p2746784.jpg?v=1755818946,7
3608391128692,4865711,Quechua,accessories,accessories.socks,hike_camp,Socks,Quechua SH500 Merino Wool Winter Mid Socks - 2 Pairs,Quechua SH500 2 Pairs Chaussettes Mérinos Hiver Laine Mi-saison,13 - M15,Asphalt Blue,29.99,28.49,EUR,fr-FR,GB-R3-U1,2,quechua-sh500-merino-wool-winter-mid-socks-2-pairs-347161,https://cdn.shopify.com/s/files/1/1330/6287/files/8803668-product_image-p2746784.jpg?v=1755818946,7
3583787567371,4335158,Itiwit,accessories,accessories.bladder,general,Bladder,LEFT BLADDER FOR ITIWIT 1 KAYAK,LEFT FOR ITIWIT 1 KAYAK Poche à eau,One Size,Unspecified,20.00,19.0,EUR,fr-FR,ACC-01,8,itiwit-inflatable-stitch-kayak-1-person-left-side-inner-bladder-w-valve-334368,https://cdn.shopify.com/s/files/1/1330/6287/files/8649310-product_image-p1031000.jpg?v=1701260411,4
3608391608521,4954142,Simond,accessories,accessories.gloves,general,Gloves,Simond Adult MT500 Warm Touchscreen Gloves,Simond MT500 Touchscreen Gants Chaud Adulte,S,Graphite Black,34.99,33.24,EUR,fr-FR,ACC-02,2,simond-adults-warm-and-tactile-backpacking-gloves-mt500-black-346762,https://cdn.shopify.com/s/files/1/1330/6287/files/8820390-product_image-p2678195.jpg?v=1758663172,9
3608391608538,4954143,Simond,accessories,accessories.gloves,general,Gloves,Simond Adult MT500 Warm Touchscreen Gloves,Simond MT500 Touchscreen Gants Chaud Adulte,M,Graphite Black,34.99,33.24,EUR,fr-FR,ACC-02,2,simond-adults-warm-and-tactile-backpacking-gloves-mt500-black-346762,https://cdn.shopify.com/s/files/1/1330/6287/files/8820390-product_image-p2678195.jpg?v=1758663172,9
3608391608545,4954144,Simond,accessories,accessories.gloves,general,Gloves,Simond Adult MT500 Warm Touchscreen Gloves,Simond MT500 Touchscreen Gants Chaud Adulte,L,Graphite Black,34.99,33.24,EUR,fr-FR,ACC-02,3,simond-adults-warm-and-tactile-backpacking-gloves-mt500-black-346762,https://cdn.shopify.com/s/files/1/1330/6287/files/8820390-product_image-p2678195.jpg?v=1758663172,9
3608391608552,4954145,Simond,accessories,accessories.gloves,general,Gloves,Simond Adult MT500 Warm Touchscreen Gloves,Simond MT500 Touchscreen Gants Chaud Adulte,XL,Graphite Black,34.99,33.24,EUR,fr-FR,ACC-02,2,simond-adults-warm-and-tactile-backpacking-gloves-mt500-black-346762,https://cdn.shopify.com/s/files/1/1330/6287/files/8820390-product_image-p2678195.jpg?v=1758663172,9
3608391608569,4954146,Simond,accessories,accessories.gloves,general,Gloves,Simond Adult MT500 Warm Touchscreen Gloves,Simond MT500 Touchscreen Gants Chaud Adulte,2XL,Graphite Black,34.99,33.24,EUR,fr-FR,ACC-02,2,simond-adults-warm-and-tactile-backpacking-gloves-mt500-black-346762,https://cdn.shopify.com/s/files/1/1330/6287/files/8820390-product_image-p2678195.jpg?v=1758663172,9
3608409844101,2771158,Van Rysel,outdoor,outdoor.home-trainer,general,Home trainer,Van Rysel D500 Smart Trainer with Zwift Cog and Click,Van Rysel D500 Smart Trainer with Zwift Cog and Click,OS,,499.00,474.05,EUR,fr-FR,GB-R1-U1,2,van-rysel-home-trainer-connected-with-zwift-cog-and-click-d500-301243-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8551028-product_image-p2994261.jpg?v=1755560674,13
3608390396498,4925472,Kiprun,apparel,apparel.shorts,running,Shorts,Kiprun Men's Run 100 Dry Running Shorts,Kiprun Run 100 Dry Short de Running Homme,S,Granite Green,10.00,9.5,EUR,fr-FR,GB-R2-U1,5,kalenji-mens-running-shorts-kiprun-run-100-dark-grey-346892,https://cdn.shopify.com/s/files/1/1330/6287/files/8817445-product_image-p2600435.jpg?v=1744405337,10
3608390397303,4925473,Kiprun,apparel,apparel.shorts,running,Shorts,Kiprun Men's Run 100 Dry Running Shorts,Kiprun Run 100 Dry Short de Running Homme,M,Granite Green,10.00,9.5,EUR,fr-FR,GB-R2-U1,9,kalenji-mens-running-shorts-kiprun-run-100-dark-grey-346892,https://cdn.shopify.com/s/files/1/1330/6287/files/8817445-product_image-p2600435.jpg?v=1744405337,10
3608390397310,4925474,Kiprun,apparel,apparel.shorts,running,Shorts,Kiprun Men's Run 100 Dry Running Shorts,Kiprun Run 100 Dry Short de Running Homme,L,Granite Green,10.00,9.5,EUR,fr-FR,GB-R2-U1,8,kalenji-mens-running-shorts-kiprun-run-100-dark-grey-346892,https://cdn.shopify.com/s/files/1/1330/6287/files/8817445-product_image-p2600435.jpg?v=1744405337,10
3608390397327,4925475,Kiprun,apparel,apparel.shorts,running,Shorts,Kiprun Men's Run 100 Dry Running Shorts,Kiprun Run 100 Dry Short de Running Homme,XL,Granite Green,10.00,9.5,EUR,fr-FR,GB-R2-U1,6,kalenji-mens-running-shorts-kiprun-run-100-dark-grey-346892,https://cdn.shopify.com/s/files/1/1330/6287/files/8817445-product_image-p2600435.jpg?v=1744405337,10
3608390397334,4925476,Kiprun,apparel,apparel.shorts,running,Shorts,Kiprun Men's Run 100 Dry Running Shorts,Kiprun Run 100 Dry Short de Running Homme,2XL,Granite Green,10.00,9.5,EUR,fr-FR,GB-R2-U1,3,kalenji-mens-running-shorts-kiprun-run-100-dark-grey-346892,https://cdn.shopify.com/s/files/1/1330/6287/files/8817445-product_image-p2600435.jpg?v=1744405337,10
3608390397341,4925477,Kiprun,apparel,apparel.shorts,running,Shorts,Kiprun Men's Run 100 Dry Running Shorts,Kiprun Run 100 Dry Short de Running Homme,3XL,Granite Green,10.00,9.5,EUR,fr-FR,GB-R2-U1,2,kalenji-mens-running-shorts-kiprun-run-100-dark-grey-346892,https://cdn.shopify.com/s/files/1/1330/6287/files/8817445-product_image-p2600435.jpg?v=1744405337,10
3608430034977,5881481,Quechua,outdoor,outdoor.mattress,hike_camp,Mattress,Quechua Ultimate Comfort Self-Inflating Camping Mattress,Quechua Ultimate Comfort Self-Inflating Camping Matelas,OS,Zinc Gray,159.00,151.05,EUR,fr-FR,GB-R3-U1,1,quechua-ultimate-comfort-self-inflating-camping-mattress,https://cdn.shopify.com/s/files/1/1330/6287/files/default_cbc8f44d-bf8b-4545-8e85-fe4c453b71f9.jpg?v=1775494163,7
3608449847223,2456163,Wedze,apparel,apparel.baselayer-bottom,general,Baselayer bottom,Wedze Men's BL100 Ski Base Layer Bottoms,Wedze BL100 Bottoms Sous-vêtement technique de Ski Homme,2XL,Black,12.99,12.34,EUR,fr-FR,GB-R1-U2,2,m-ski-thermal-base-layer-bottoms-bl-100-black-302822,https://cdn.shopify.com/s/files/1/1330/6287/files/8510030-product_image-p2583111.jpg?v=1712143869,3
3608449847230,2456164,Wedze,apparel,apparel.baselayer-bottom,general,Baselayer bottom,Wedze Men's BL100 Ski Base Layer Bottoms,Wedze BL100 Bottoms Sous-vêtement technique de Ski Homme,3XL,Black,12.99,12.34,EUR,fr-FR,GB-R1-U2,1,m-ski-thermal-base-layer-bottoms-bl-100-black-302822,https://cdn.shopify.com/s/files/1/1330/6287/files/8510030-product_image-p2583111.jpg?v=1712143869,3
3608449847247,2456165,Wedze,apparel,apparel.baselayer-bottom,general,Baselayer bottom,Wedze Men's BL100 Ski Base Layer Bottoms,Wedze BL100 Bottoms Sous-vêtement technique de Ski Homme,L,Black,12.99,12.34,EUR,fr-FR,GB-R1-U2,5,m-ski-thermal-base-layer-bottoms-bl-100-black-302822,https://cdn.shopify.com/s/files/1/1330/6287/files/8510030-product_image-p2583111.jpg?v=1712143869,3
3608449847254,2456166,Wedze,apparel,apparel.baselayer-bottom,general,Baselayer bottom,Wedze Men's BL100 Ski Base Layer Bottoms,Wedze BL100 Bottoms Sous-vêtement technique de Ski Homme,M,Black,12.99,12.34,EUR,fr-FR,GB-R1-U2,5,m-ski-thermal-base-layer-bottoms-bl-100-black-302822,https://cdn.shopify.com/s/files/1/1330/6287/files/8510030-product_image-p2583111.jpg?v=1712143869,3
3608449847261,2456167,Wedze,apparel,apparel.baselayer-bottom,general,Baselayer bottom,Wedze Men's BL100 Ski Base Layer Bottoms,Wedze BL100 Bottoms Sous-vêtement technique de Ski Homme,S,Black,12.99,12.34,EUR,fr-FR,GB-R1-U2,3,m-ski-thermal-base-layer-bottoms-bl-100-black-302822,https://cdn.shopify.com/s/files/1/1330/6287/files/8510030-product_image-p2583111.jpg?v=1712143869,3
3608449847278,2456168,Wedze,apparel,apparel.baselayer-bottom,general,Baselayer bottom,Wedze Men's BL100 Ski Base Layer Bottoms,Wedze BL100 Bottoms Sous-vêtement technique de Ski Homme,XL,Black,12.99,12.34,EUR,fr-FR,GB-R1-U2,4,m-ski-thermal-base-layer-bottoms-bl-100-black-302822,https://cdn.shopify.com/s/files/1/1330/6287/files/8510030-product_image-p2583111.jpg?v=1712143869,3
3608449847285,2456169,Wedze,apparel,apparel.baselayer-bottom,general,Baselayer bottom,Wedze Men's BL100 Ski Base Layer Bottoms,Wedze BL100 Bottoms Sous-vêtement technique de Ski Homme,XS,Black,12.99,12.34,EUR,fr-FR,GB-R1-U2,2,m-ski-thermal-base-layer-bottoms-bl-100-black-302822,https://cdn.shopify.com/s/files/1/1330/6287/files/8510030-product_image-p2583111.jpg?v=1712143869,3
3583787729601,2989125,Van Rysel,accessories,accessories.bottle-cage,general,Bottle cage,Van Rysel Ultra-Light Carbon Fiber Bottle Cage,Van Rysel Carbon Fiber Porte-bidon Léger Ultra,One Size,Black,49.99,47.49,EUR,fr-FR,ACC-03,9,road-bike-carbon-bottle-cage-900-991,https://cdn.shopify.com/s/files/1/1330/6287/files/8556867-product_image-p1823614.jpg?v=1711451154,1
3608391173609,5189936,Quechua,apparel,apparel.trousers-pants,hike_camp,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua ’s NH500 Pantalon Déperlant de Randonnée Neige Homme,W29 L31,Black,89.99,85.49,EUR,fr-FR,GB-R3-U1,1,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8881425-product_image-p2294533.jpg?v=1755553546,9
3608391173616,5189937,Quechua,apparel,apparel.trousers-pants,hike_camp,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua ’s NH500 Pantalon Déperlant de Randonnée Neige Homme,W29 L33,Black,89.99,85.49,EUR,fr-FR,GB-R3-U1,1,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8881425-product_image-p2294533.jpg?v=1755553546,9
3608391173906,5189938,Quechua,apparel,apparel.trousers-pants,hike_camp,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua ’s NH500 Pantalon Déperlant de Randonnée Neige Homme,W31 L31,Black,89.99,85.49,EUR,fr-FR,GB-R3-U1,2,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8881425-product_image-p2294533.jpg?v=1755553546,9
3608391173913,5189939,Quechua,apparel,apparel.trousers-pants,hike_camp,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua ’s NH500 Pantalon Déperlant de Randonnée Neige Homme,W31 L33,Black,89.99,85.49,EUR,fr-FR,GB-R3-U1,1,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8881425-product_image-p2294533.jpg?v=1755553546,9
3608391173920,5189941,Quechua,apparel,apparel.trousers-pants,hike_camp,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua ’s NH500 Pantalon Déperlant de Randonnée Neige Homme,W33 L31,Black,89.99,85.49,EUR,fr-FR,GB-R3-U1,2,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8881425-product_image-p2294533.jpg?v=1755553546,9
3608391173937,5189942,Quechua,apparel,apparel.trousers-pants,hike_camp,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua ’s NH500 Pantalon Déperlant de Randonnée Neige Homme,W33 L33,Black,89.99,85.49,EUR,fr-FR,GB-R3-U1,2,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8881425-product_image-p2294533.jpg?v=1755553546,9
3608391173944,5189943,Quechua,apparel,apparel.trousers-pants,hike_camp,Trousers/pants,Quechua Men’s NH500 Water-Repellent Snow Hiking Pants,Quechua ’s NH500 Pantalon Déperlant de Randonnée Neige Homme,W34 L32,Black,89.99,85.49,EUR,fr-FR,GB-R3-U1,2,quechua-mens-warm-water-repellent-snow-hiking-pants-sh500-mountain-324677-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8881425-product_image-p2294533.jpg?v=1755553546,9
