31,color,"{""en"": ""PINK"", ""ko:"": ""핑크""}",,,PINK,핑크,,"{""en"": ""PINK, ""ko:"": ""핑크""}"
32,color,"{""en"": ""MELANGE PINK"", ""ko:"": ""멜란지 핑크""}",,,MELANGE PINK,멜란지 핑크,,"{""en"": ""MELANGE PINK, ""ko:"": ""멜란지 핑크""}"
33,color,"{""en"": ""D/PINK"", ""ko:"": ""다크 핑크""}",,,D/PINK,다크 핑크,,"{""en"": ""D/PINK, ""ko:"": ""다크 핑크""}"
34,color,"{""en"": ""CORAL PINK"", ""ko:"": ""코랄 핑크""}",,,CORAL PINK,코랄 핑크,,"{""en"": ""CORAL PINK, ""ko:"": ""코랄 핑크""}"
35,color,"{""en"": ""INDIAN PINK"", ""ko:"": ""인디언 핑크""}",,,INDIAN PINK,인디언 핑크,,"{""en"": ""INDIAN PINK, ""ko:"": ""인디언 핑크""}"
36,color,"{""en"": ""RED"", ""ko:"": ""레드""}",,,RED,레드,,"{""en"": ""RED, ""ko:"": ""레드""}"
37,color,"{""en"": ""MELANGE RED"", ""ko:"": ""멜란지 레드""}",,,MELANGE RED,멜란지 레드,,"{""en"": ""MELANGE RED, ""ko:"": ""멜란지 레드""}"
38,color,"{""en"": ""WINE"", ""ko:"": ""와인""}",,,WINE,와인,,"{""en"": ""WINE, ""ko:"": ""와인""}"
39,color,"{""en"": ""MELANGE WINE"", ""ko:"": ""멜란지 와인""}",,,MELANGE WINE,멜란지 와인,,"{""en"": ""MELANGE WINE, ""ko:"": ""멜란지 와인""}"
40,color,"{""en"": ""LIGHT ORANGE"", ""ko:"": ""라이트 오렌지""}",,,LIGHT ORANGE,라이트 오렌지,,"{""en"": ""LIGHT ORANGE, ""ko:"": ""라이트 오렌지""}"
41,color,"{""en"": ""ORANGE"", ""ko:"": ""오렌지""}",,,ORANGE,오렌지,,"{""en"": ""ORANGE, ""ko:"": ""오렌지""}"
42,color,"{""en"": ""MELANGE ORANGE"", ""ko:"": ""멜란지 오렌지""}",,,MELANGE ORANGE,멜란지 오렌지,,"{""en"": ""MELANGE ORANGE, ""ko:"": ""멜란지 오렌지""}"
43,color,"{""en"": ""DARK ORANGE"", ""ko:"": ""다크 오렌지""}",,,DARK ORANGE,다크 오렌지,,"{""en"": ""DARK ORANGE, ""ko:"": ""다크 오렌지""}"
44,color,"{""en"": ""LEMON YELLOW"", ""ko:"": ""멜란지 옐로우""}",,,LEMON YELLOW,멜란지 옐로우,,"{""en"": ""LEMON YELLOW, ""ko:"": ""멜란지 옐로우""}"
45,color,"{""en"": ""LIGHT YELLOW"", ""ko:"": ""라이트 옐로우""}",,,LIGHT YELLOW,라이트 옐로우,,"{""en"": ""LIGHT YELLOW, ""ko:"": ""라이트 옐로우""}"
46,color,"{""en"": ""YELLOW"", ""ko:"": ""옐로우""}",,,YELLOW,옐로우,,"{""en"": ""YELLOW, ""ko:"": ""옐로우""}"
47,color,"{""en"": ""MELANGE YELLOW"", ""ko:"": ""멜란지 옐로우""}",,,MELANGE YELLOW,멜란지 옐로우,,"{""en"": ""MELANGE YELLOW, ""ko:"": ""멜란지 옐로우""}"
48,color,"{""en"": ""DARK YELLOW"", ""ko:"": ""다크 옐로우""}",,,DARK YELLOW,다크 옐로우,,"{""en"": ""DARK YELLOW, ""ko:"": ""다크 옐로우""}"
49,color,"{""en"": ""MUSTARD"", ""ko:"": ""머스타드""}",,,MUSTARD,머스타드,,"{""en"": ""MUSTARD, ""ko:"": ""머스타드""}"
50,color,"{""en"": ""LIGHT GREEN"", ""ko:"": ""라이트 그린""}",,,LIGHT GREEN,라이트 그린,,"{""en"": ""LIGHT GREEN, ""ko:"": ""라이트 그린""}"
51,color,"{""en"": ""GREEN"", ""ko:"": ""그린""}",,,GREEN,그린,,"{""en"": ""GREEN, ""ko:"": ""그린""}"
52,color,"{""en"": ""MELANGE GREEN"", ""ko:"": ""멜란지 그린""}",,,MELANGE GREEN,멜란지 그린,,"{""en"": ""MELANGE GREEN, ""ko:"": ""멜란지 그린""}"
53,color,"{""en"": ""D/GREEN"", ""ko:"": ""다크 그린""}",,,D/GREEN,다크 그린,,"{""en"": ""D/GREEN, ""ko:"": ""다크 그린""}"
54,color,"{""en"": ""OLIVE KHAKI"", ""ko:"": ""올리브 카키""}",,,OLIVE KHAKI,올리브 카키,,"{""en"": ""OLIVE KHAKI, ""ko:"": ""올리브 카키""}"
55,color,"{""en"": ""L/KHAKI"", ""ko:"": ""라이트 카키""}",,,L/KHAKI,라이트 카키,,"{""en"": ""L/KHAKI, ""ko:"": ""라이트 카키""}"
56,color,"{""en"": ""KHAKI"", ""ko:"": ""카키""}",,,KHAKI,카키,,"{""en"": ""KHAKI, ""ko:"": ""카키""}"
57,color,"{""en"": ""MELANGE KHAKI"", ""ko:"": ""멜란지 카키""}",,,MELANGE KHAKI,멜란지 카키,,"{""en"": ""MELANGE KHAKI, ""ko:"": ""멜란지 카키""}"
58,color,"{""en"": ""D/KHAKI"", ""ko:"": ""다크 카키""}",,,D/KHAKI,다크 카키,,"{""en"": ""D/KHAKI, ""ko:"": ""다크 카키""}"
59,color,"{""en"": ""HUNTER"", ""ko:"": ""헌터""}",,,HUNTER,헌터,,"{""en"": ""HUNTER, ""ko:"": ""헌터""}"
60,color,"{""en"": ""L/BROWN"", ""ko:"": ""라이트 브라운""}",,,L/BROWN,라이트 브라운,,"{""en"": ""L/BROWN, ""ko:"": ""라이트 브라운""}"
61,color,"{""en"": ""BROWN"", ""ko:"": ""브라운""}",,,BROWN,브라운,,"{""en"": ""BROWN, ""ko:"": ""브라운""}"
62,color,"{""en"": ""MELANGE BROWN"", ""ko:"": ""멜란지 브라운""}",,,MELANGE BROWN,멜란지 브라운,,"{""en"": ""MELANGE BROWN, ""ko:"": ""멜란지 브라운""}"
63,color,"{""en"": ""D/BROWN"", ""ko:"": ""다크 브라운""}",,,D/BROWN,다크 브라운,,"{""en"": ""D/BROWN, ""ko:"": ""다크 브라운""}"
64,color,"{""en"": ""KHAKI BROWN"", ""ko:"": ""카키 브라운""}",,,KHAKI BROWN,카키 브라운,,"{""en"": ""KHAKI BROWN, ""ko:"": ""카키 브라운""}"
65,color,"{""en"": ""CHOCOLATE"", ""ko:"": ""초콜릿""}",,,CHOCOLATE,초콜릿,,"{""en"": ""CHOCOLATE, ""ko:"": ""초콜릿""}"
66,color,"{""en"": ""BURGUNDY"", ""ko:"": ""버건디""}",,,BURGUNDY,버건디,,"{""en"": ""BURGUNDY, ""ko:"": ""버건디""}"
67,color,"{""en"": """", ""ko:"": """"}",,,,,,"{""en"": "", ""ko:"": """"}"
68,color,"{""en"": ""TURKY GREEN"", ""ko:"": ""터키 그린""}",,,TURKY GREEN,터키 그린,,"{""en"": ""TURKY GREEN, ""ko:"": ""터키 그린""}"
69,color,"{""en"": ""PURPLE"", ""ko:"": ""퍼플""}",,,PURPLE,퍼플,,"{""en"": ""PURPLE, ""ko:"": ""퍼플""}"
70,color,"{""en"": ""L/PURPLE"", ""ko:"": ""라이트 퍼플""}",,,L/PURPLE,라이트 퍼플,,"{""en"": ""L/PURPLE, ""ko:"": ""라이트 퍼플""}"
71,color,"{""en"": ""PURPLE BLUE"", ""ko:"": ""퍼플""}",,,PURPLE BLUE,퍼플,,"{""en"": ""PURPLE BLUE, ""ko:"": ""퍼플""}"
72,color,"{""en"": ""MELANGE PURPLE"", ""ko:"": ""멜란지 퍼플""}",,,MELANGE PURPLE,멜란지 퍼플,,"{""en"": ""MELANGE PURPLE, ""ko:"": ""멜란지 퍼플""}"
73,color,"{""en"": ""D/PURPLE"", ""ko:"": ""다크 퍼플""}",,,D/PURPLE,다크 퍼플,,"{""en"": ""D/PURPLE, ""ko:"": ""다크 퍼플""}"
74,color,"{""en"": ""L/VIOLET"", ""ko:"": ""라이트 바이올렛""}",,,L/VIOLET,라이트 바이올렛,,"{""en"": ""L/VIOLET, ""ko:"": ""라이트 바이올렛""}"
75,color,"{""en"": ""VIOLET"", ""ko:"": ""바이올렛""}",,,VIOLET,바이올렛,,"{""en"": ""VIOLET, ""ko:"": ""바이올렛""}"
76,color,"{""en"": ""MELANGE VIOLET"", ""ko:"": ""멜란지 바이올렛 ""}",,,MELANGE VIOLET,멜란지 바이올렛 ,,"{""en"": ""MELANGE VIOLET, ""ko:"": ""멜란지 바이올렛 ""}"
77,color,"{""en"": ""D/VIOLET"", ""ko:"": ""다크 바이올렛""}",,,D/VIOLET,다크 바이올렛,,"{""en"": ""D/VIOLET, ""ko:"": ""다크 바이올렛""}"
78,color,"{""en"": ""GREY PURPLE"", ""ko:"": ""그레이 퍼플""}",,,GREY PURPLE,그레이 퍼플,,"{""en"": ""GREY PURPLE, ""ko:"": ""그레이 퍼플""}"
79,color,"{""en"": ""RAW"", ""ko:"": ""로""}",,,RAW,로,,"{""en"": ""RAW, ""ko:"": ""로""}"
80,color,"{""en"": ""OATMEAL"", ""ko:"": ""오트밀""}",,,OATMEAL,오트밀,,"{""en"": ""OATMEAL, ""ko:"": ""오트밀""}"
81,color,"{""en"": ""SAND"", ""ko:"": ""샌드""}",,,SAND,샌드,,"{""en"": ""SAND, ""ko:"": ""샌드""}"
82,color,"{""en"": ""L/BEIGE"", ""ko:"": ""라이트 베이지""}",,,L/BEIGE,라이트 베이지,,"{""en"": ""L/BEIGE, ""ko:"": ""라이트 베이지""}"
83,color,"{""en"": ""BEIGE"", ""ko:"": ""베이지""}",,,BEIGE,베이지,,"{""en"": ""BEIGE, ""ko:"": ""베이지""}"
84,color,"{""en"": ""MELANGE BEIGE"", ""ko:"": ""멜란지 베이지""}",,,MELANGE BEIGE,멜란지 베이지,,"{""en"": ""MELANGE BEIGE, ""ko:"": ""멜란지 베이지""}"
85,color,"{""en"": ""D/BEIGE"", ""ko:"": ""다크 베이지""}",,,D/BEIGE,다크 베이지,,"{""en"": ""D/BEIGE, ""ko:"": ""다크 베이지""}"
86,color,"{""en"": ""YELLOW BEIGE"", ""ko:"": ""옐로우 베이지""}",,,YELLOW BEIGE,옐로우 베이지,,"{""en"": ""YELLOW BEIGE, ""ko:"": ""옐로우 베이지""}"
87,color,"{""en"": ""CAMEL"", ""ko:"": ""카멜""}",,,CAMEL,카멜,,"{""en"": ""CAMEL, ""ko:"": ""카멜""}"
88,color,"{""en"": ""KHAKI BEIGE"", ""ko:"": ""카키 베이지""}",,,KHAKI BEIGE,카키 베이지,,"{""en"": ""KHAKI BEIGE, ""ko:"": ""카키 베이지""}"
89,color,"{""en"": ""YELLOW GREEN"", ""ko:"": ""옐로우 그린""}",,,YELLOW GREEN,옐로우 그린,,"{""en"": ""YELLOW GREEN, ""ko:"": ""옐로우 그린""}"
90,color,"{""en"": ""VINTAGE"", ""ko:"": ""빈티지""}",,,VINTAGE,빈티지,,"{""en"": ""VINTAGE, ""ko:"": ""빈티지""}"
91,color,"{""en"": ""ICE"", ""ko:"": ""아이스""}",,,ICE,아이스,,"{""en"": ""ICE, ""ko:"": ""아이스""}"
92,color,"{""en"": ""L/INDIGO"", ""ko:"": ""라이트 인디고""}",,,L/INDIGO,라이트 인디고,,"{""en"": ""L/INDIGO, ""ko:"": ""라이트 인디고""}"
93,color,"{""en"": ""INDIGO"", ""ko:"": ""인디고""}",,,INDIGO,인디고,,"{""en"": ""INDIGO, ""ko:"": ""인디고""}"
94,color,"{""en"": ""D/INDIGO"", ""ko:"": ""다크 인디고""}",,,D/INDIGO,다크 인디고,,"{""en"": ""D/INDIGO, ""ko:"": ""다크 인디고""}"
95,color,"{""en"": ""GOLD"", ""ko:"": ""골드""}",,,GOLD,골드,,"{""en"": ""GOLD, ""ko:"": ""골드""}"
96,color,"{""en"": ""SILVER"", ""ko:"": ""실버""}",,,SILVER,실버,,"{""en"": ""SILVER, ""ko:"": ""실버""}"
97,color,"{""en"": ""JET BLACK"", ""ko:"": ""제트 블랙""}",,,JET BLACK,제트 블랙,,"{""en"": ""JET BLACK, ""ko:"": ""제트 블랙""}"
98,color,"{""en"": ""BLUE BLACK"", ""ko:"": ""블루 블랙""}",,,BLUE BLACK,블루 블랙,,"{""en"": ""BLUE BLACK, ""ko:"": ""블루 블랙""}"
99,color,"{""en"": ""WHOLE COLOR"", ""ko:"": ""전체칼라""}",,,WHOLE COLOR,전체칼라,,"{""en"": ""WHOLE COLOR, ""ko:"": ""전체칼라""}"
AA ,item,"{""en"": ""ACCESSORY GLASSES "", ""ko:"": ""ACCESSORY GLASSES ""}",,,ACCESSORY GLASSES ,ACCESSORY GLASSES ,,
AB ,item,"{""en"": ""ACCESSORY BAG "", ""ko:"": ""ACCESSORY BAG ""}",,,ACCESSORY BAG ,ACCESSORY BAG ,,
AC ,item,"{""en"": ""ACCESSORY 기타 "", ""ko:"": ""ACCESSORY 기타 ""}",,,ACCESSORY 기타 ,ACCESSORY 기타 ,,
AG ,item,"{""en"": ""ACCESSORY GLOVES "", ""ko:"": ""ACCESSORY GLOVES ""}",,,ACCESSORY GLOVES ,ACCESSORY GLOVES ,,
AH ,item,"{""en"": ""ACCESSORY HOOD "", ""ko:"": ""ACCESSORY HOOD ""}",,,ACCESSORY HOOD ,ACCESSORY HOOD ,,
AI ,item,"{""en"": ""INNERWEAR "", ""ko:"": ""INNERWEAR ""}",,,INNERWEAR ,INNERWEAR ,,
AJ ,item,"{""en"": ""주얼리 "", ""ko:"": ""주얼리 ""}",,,주얼리 ,주얼리 ,,
AM ,item,"{""en"": ""ACCESSORY MUFFLER "", ""ko:"": ""ACCESSORY MUFFLER ""}",,,ACCESSORY MUFFLER ,ACCESSORY MUFFLER ,,
AO ,item,"{""en"": ""ACCESSORY SOCKS "", ""ko:"": ""ACCESSORY SOCKS ""}",,,ACCESSORY SOCKS ,ACCESSORY SOCKS ,,
AP ,item,"{""en"": ""ACCESSORY CAP "", ""ko:"": ""ACCESSORY CAP ""}",,,ACCESSORY CAP ,ACCESSORY CAP ,,
AS ,item,"{""en"": ""ACCESSORY SHOES "", ""ko:"": ""ACCESSORY SHOES ""}",,,ACCESSORY SHOES ,ACCESSORY SHOES ,,
AT ,item,"{""en"": ""ACCESSORY BELT "", ""ko:"": ""ACCESSORY BELT ""}",,,ACCESSORY BELT ,ACCESSORY BELT ,,
AU ,item,"{""en"": ""코드명 "", ""ko:"": ""코드명 ""}",,,코드명 ,코드명 ,,
AW ,item,"{""en"": ""ACCESSORY UMBRELLA "", ""ko:"": ""ACCESSORY UMBRELLA ""}",,,ACCESSORY UMBRELLA ,ACCESSORY UMBRELLA ,,
AX ,item,"{""en"": ""ACCESSORY WALLET "", ""ko:"": ""ACCESSORY WALLET ""}",,,ACCESSORY WALLET ,ACCESSORY WALLET ,,
CT ,item,"{""en"": ""ACCESSORY BELT "", ""ko:"": ""ACCESSORY BELT ""}",,,ACCESSORY BELT ,ACCESSORY BELT ,,
CU ,item,"{""en"": ""WOVEN COAT "", ""ko:"": ""WOVEN COAT ""}",,,WOVEN COAT ,WOVEN COAT ,,
DC ,item,"{""en"": ""CULOTTES – LPGA 추가 "", ""ko:"": ""CULOTTES – LPGA 추가 ""}",,,CULOTTES – LPGA 추가 ,CULOTTES – LPGA 추가 ,,
DJ ,item,"{""en"": ""DENIM COAT "", ""ko:"": ""DENIM COAT ""}",,,DENIM COAT ,DENIM COAT ,,
DK ,item,"{""en"": ""DENIM JACKET "", ""ko:"": ""DENIM JACKET ""}",,,DENIM JACKET ,DENIM JACKET ,,
DO ,item,"{""en"": ""DENIM SKIRT "", ""ko:"": ""DENIM SKIRT ""}",,,DENIM SKIRT ,DENIM SKIRT ,,
DP ,item,"{""en"": ""DENIM OVER ALL "", ""ko:"": ""DENIM OVER ALL ""}",,,DENIM OVER ALL ,DENIM OVER ALL ,,
DS ,item,"{""en"": ""DENIM PANTS "", ""ko:"": ""DENIM PANTS ""}",,,DENIM PANTS ,DENIM PANTS ,,
DV ,item,"{""en"": ""DENIM SHIRT "", ""ko:"": ""DENIM SHIRT ""}",,,DENIM SHIRT ,DENIM SHIRT ,,
DW ,item,"{""en"": ""DENIM VEST "", ""ko:"": ""DENIM VEST ""}",,,DENIM VEST ,DENIM VEST ,,
FA ,item,"{""en"": ""WOVEN DOWN "", ""ko:"": ""WOVEN DOWN ""}",,,WOVEN DOWN ,WOVEN DOWN ,,
FB ,item,"{""en"": ""원단 "", ""ko:"": ""원단 ""}",,,원단 ,원단 ,,
JB ,item,"{""en"": ""부자재 "", ""ko:"": ""부자재 ""}",,,부자재 ,부자재 ,,
JK ,item,"{""en"": ""WOVEN JUMPER(버커루용) "", ""ko:"": ""WOVEN JUMPER(버커루용) ""}",,,WOVEN JUMPER(버커루용) ,WOVEN JUMPER(버커루용) ,,
JM ,item,"{""en"": ""WOVEN JACKET "", ""ko:"": ""WOVEN JACKET ""}",,,WOVEN JACKET ,WOVEN JACKET ,,
JP ,item,"{""en"": ""인조무스탕 "", ""ko:"": ""인조무스탕 ""}",,,인조무스탕 ,인조무스탕 ,,
KC ,item,"{""en"": ""KNIT CARDIGAN "", ""ko:"": ""KNIT CARDIGAN ""}",,,KNIT CARDIGAN ,KNIT CARDIGAN ,,
KT ,item,"{""en"": ""KNIT P/OVER "", ""ko:"": ""KNIT P/OVER ""}",,,KNIT P/OVER ,KNIT P/OVER ,,
KV ,item,"{""en"": ""KNIT VEST "", ""ko:"": ""KNIT VEST ""}",,,KNIT VEST ,KNIT VEST ,,
LI ,item,"{""en"": ""LEATHER IMITATION "", ""ko:"": ""LEATHER IMITATION ""}",,,LEATHER IMITATION ,LEATHER IMITATION ,,
LR ,item,"{""en"": ""LEATHER REAL "", ""ko:"": ""LEATHER REAL ""}",,,LEATHER REAL ,LEATHER REAL ,,
OP ,item,"{""en"": ""WOVEN ONE PIECE "", ""ko:"": ""WOVEN ONE PIECE ""}",,,WOVEN ONE PIECE ,WOVEN ONE PIECE ,,
PT ,item,"{""en"": ""WOVEN PANTS "", ""ko:"": ""WOVEN PANTS ""}",,,WOVEN PANTS ,WOVEN PANTS ,,
RJ ,item,"{""en"": ""RAINWEAR JUMPER – LPGA 추가 "", ""ko:"": ""RAINWEAR JUMPER – LPGA 추가 ""}",,,RAINWEAR JUMPER – LPGA 추가 ,RAINWEAR JUMPER – LPGA 추가 ,,
RB ,item,"{""en"": ""RAINWEAR BOTTOM – LPGA 추가 "", ""ko:"": ""RAINWEAR BOTTOM – LPGA 추가 ""}",,,RAINWEAR BOTTOM – LPGA 추가 ,RAINWEAR BOTTOM – LPGA 추가 ,,
SH ,item,"{""en"": ""WOVEN SHIRT "", ""ko:"": ""WOVEN SHIRT ""}",,,WOVEN SHIRT ,WOVEN SHIRT ,,
SK ,item,"{""en"": ""WOVEN SKIRT "", ""ko:"": ""WOVEN SKIRT ""}",,,WOVEN SKIRT ,WOVEN SKIRT ,,
TJ ,item,"{""en"": ""C&S JUMPER "", ""ko:"": ""C&S JUMPER ""}",,,C&S JUMPER ,C&S JUMPER ,,
TK ,item,"{""en"": ""C&S SKIRT "", ""ko:"": ""C&S SKIRT ""}",,,C&S SKIRT ,C&S SKIRT ,,
TO ,item,"{""en"": ""C&S O-PIECE "", ""ko:"": ""C&S O-PIECE ""}",,,C&S O-PIECE ,C&S O-PIECE ,,
TP ,item,"{""en"": ""C&S PANTS "", ""ko:"": ""C&S PANTS ""}",,,C&S PANTS ,C&S PANTS ,,
TS ,item,"{""en"": ""C&S T-SHIRTS "", ""ko:"": ""C&S T-SHIRTS ""}",,,C&S T-SHIRTS ,C&S T-SHIRTS ,,
UW ,item,"{""en"": ""UNDERWEAR "", ""ko:"": ""UNDERWEAR ""}",,,UNDERWEAR ,UNDERWEAR ,,
VT ,item,"{""en"": ""WOVEN VEST "", ""ko:"": ""WOVEN VEST ""}",,,WOVEN VEST ,WOVEN VEST ,,
XX ,item,"{""en"": ""Sample Cloth "", ""ko:"": ""Sample Cloth ""}",,,Sample Cloth ,Sample Cloth ,,
Y1 ,item,"{""en"": ""쇼핑백 "", ""ko:"": ""쇼핑백 ""}",,,쇼핑백 ,쇼핑백 ,,
Y2 ,item,"{""en"": ""옷걸이 "", ""ko:"": ""옷걸이 ""}",,,옷걸이 ,옷걸이 ,,
Y3 ,item,"{""en"": ""원/부폐기 "", ""ko:"": ""원/부폐기 ""}",,,원/부폐기 ,원/부폐기 ,,
Y4 ,item,"{""en"": ""원/부매각 "", ""ko:"": ""원/부매각 ""}",,,원/부매각 ,원/부매각 ,,
Y5 ,item,"{""en"": ""사은품 "", ""ko:"": ""사은품 ""}",,,사은품 ,사은품 ,,
Z0 ,item,"{""en"": ""EVENT(행사) "", ""ko:"": ""EVENT(행사) ""}",,,EVENT(행사) ,EVENT(행사) ,,
Z1 ,item,"{""en"": ""기획 "", ""ko:"": ""기획 ""}",,,기획 ,기획 ,,
Z2 ,item,"{""en"": ""기획1 "", ""ko:"": ""기획1 ""}",,,기획1 ,기획1 ,,
Z3 ,item,"{""en"": ""기획2 "", ""ko:"": ""기획2 ""}",,,기획2 ,기획2 ,,
Z4 ,item,"{""en"": ""기획3 "", ""ko:"": ""기획3 ""}",,,기획3 ,기획3 ,,
Z5 ,item,"{""en"": ""기획4 "", ""ko:"": ""기획4 ""}",,,기획4 ,기획4 ,,
Z6 ,item,"{""en"": ""기획5 "", ""ko:"": ""기획5 ""}",,,기획5 ,기획5 ,,
Z7 ,item,"{""en"": ""기획6 "", ""ko:"": ""기획6 ""}",,,기획6 ,기획6 ,,
16,year,"{""en"": ""2016""}",,,,,,
17,year,"{""en"": ""2017""}",,,,,,
18,year,"{""en"": ""2018""}",,,,,,
19,year,"{""en"": ""2019""}",,,,,,
20,year,"{""en"": ""2020""}",,,,,,
21,year,"{""en"": ""2021""}",,,,,,
22,year,"{""en"": ""2022""}",,,,,,
1,season,"{""en"": ""SPRING""}",,,,,,
2,season,"{""en"": ""SUMMER""}",,,,,,
3,season,"{""en"": ""FALL""}",,,,,,
4,season,"{""en"": ""WINTER""}",,,,,,
5,season,"{""en"": ""RUNNING""}",,,,,,
T,brand,"{""en"": ""TBJ""}",,,,,,
N,brand,"{""en"": ""NBA""}",,,,,,
O,brand,"{""en"": ""ANDEW""}",,,,,,
B,brand,"{""en"": ""BUCKAROO""}",,,,,,
L,brand,"{""en"": ""LPGA""}",,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
