ean,item_cd,brand,category,classification_key,department,product_type,name_en,name_local,size_us,color,price_usd,price_local,currency,locale,fixture,depth,handle,image,n_images
3608391808846,4964926,Van Rysel,outdoor,outdoor.road-bike,general,Road bike,Van Rysel RCR-F PRO DURA ACE DI2,Van Rysel RCR-F PRO DURA ACE DI2,XL,Carbon,11599.00,15658600,KRW,ko-KR,GB-R1-U1,1,van-rysel-rcr-f-pro-dura-ace-di2,https://cdn.shopify.com/s/files/1/1330/6287/files/default_5a91c13f-9016-4884-81fa-4319405fcb3c.jpg?v=1775490860,8
3608439252969,4557488,Quechua,outdoor,outdoor.camp-bed,hike_camp,Camp bed,"Quechua 24"" Camp Bed - 1 Person","Quechua 24"" 1 Person 캠핑 베드",One Size,Green,55.00,74200,KRW,ko-KR,GB-R2-U1,1,quechua-24-camp-bed-1-person-340395,https://cdn.shopify.com/s/files/1/1330/6287/files/8755737-product_image-p2583114.jpg?v=1712146260,11
3608391920982,5335091,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's MH100 Lightweight Waterproof Hiking Jacket,Quechua MH100 여성용 경량 방수 등산 재킷,S,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U1,3,quechua-womens-hiking-jacket-mh100-beige-351385,https://cdn.shopify.com/s/files/1/1330/6287/files/8911566-product_image-p2862706.jpg?v=1746484986,13
3608391920999,5335092,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's MH100 Lightweight Waterproof Hiking Jacket,Quechua MH100 여성용 경량 방수 등산 재킷,M,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U1,5,quechua-womens-hiking-jacket-mh100-beige-351385,https://cdn.shopify.com/s/files/1/1330/6287/files/8911566-product_image-p2862706.jpg?v=1746484986,13
3608391921309,5335093,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's MH100 Lightweight Waterproof Hiking Jacket,Quechua MH100 여성용 경량 방수 등산 재킷,L,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U1,5,quechua-womens-hiking-jacket-mh100-beige-351385,https://cdn.shopify.com/s/files/1/1330/6287/files/8911566-product_image-p2862706.jpg?v=1746484986,13
3608391921316,5335094,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's MH100 Lightweight Waterproof Hiking Jacket,Quechua MH100 여성용 경량 방수 등산 재킷,XL,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U1,4,quechua-womens-hiking-jacket-mh100-beige-351385,https://cdn.shopify.com/s/files/1/1330/6287/files/8911566-product_image-p2862706.jpg?v=1746484986,13
3608391921323,5335095,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's MH100 Lightweight Waterproof Hiking Jacket,Quechua MH100 여성용 경량 방수 등산 재킷,2XL,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U1,2,quechua-womens-hiking-jacket-mh100-beige-351385,https://cdn.shopify.com/s/files/1/1330/6287/files/8911566-product_image-p2862706.jpg?v=1746484986,13
3608391921330,5335096,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's MH100 Lightweight Waterproof Hiking Jacket,Quechua MH100 여성용 경량 방수 등산 재킷,3XL,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U1,1,quechua-womens-hiking-jacket-mh100-beige-351385,https://cdn.shopify.com/s/files/1/1330/6287/files/8911566-product_image-p2862706.jpg?v=1746484986,13
3608393006929,5395813,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Women’s MH500 Full-Zip Hiking Fleece,Quechua ’s MH500 Full-Zip 여성용 등산 플리스,S,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U2,5,quechua-womens-mountain-hiking-fleece-jacket-mh500-full-zip-red-358684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8917595-product_image-p2937497.jpg?v=1755553804,15
3608393006936,5395814,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Women’s MH500 Full-Zip Hiking Fleece,Quechua ’s MH500 Full-Zip 여성용 등산 플리스,M,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U2,8,quechua-womens-mountain-hiking-fleece-jacket-mh500-full-zip-red-358684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8917595-product_image-p2937497.jpg?v=1755553804,15
3608393006943,5395815,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Women’s MH500 Full-Zip Hiking Fleece,Quechua ’s MH500 Full-Zip 여성용 등산 플리스,L,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U2,7,quechua-womens-mountain-hiking-fleece-jacket-mh500-full-zip-red-358684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8917595-product_image-p2937497.jpg?v=1755553804,15
3608393006950,5395816,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Women’s MH500 Full-Zip Hiking Fleece,Quechua ’s MH500 Full-Zip 여성용 등산 플리스,XL,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U2,5,quechua-womens-mountain-hiking-fleece-jacket-mh500-full-zip-red-358684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8917595-product_image-p2937497.jpg?v=1755553804,15
3608393006967,5395817,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Women’s MH500 Full-Zip Hiking Fleece,Quechua ’s MH500 Full-Zip 여성용 등산 플리스,2XL,Pearl Beige,60.00,81000,KRW,ko-KR,GB-R2-U2,3,quechua-womens-mountain-hiking-fleece-jacket-mh500-full-zip-red-358684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8917595-product_image-p2937497.jpg?v=1755553804,15
3583787460900,4494178,Simond,bag_pack,bag_pack.backpack,general,Backpack,Simond Travel 100 50L Backpack Pack,Simond 100 50L Pack 트래블 백팩,50 L,Black,79.99,108000,KRW,ko-KR,GF-R1-U1,5,simond-travel-100-50l-backpack-pack-6561,https://cdn.shopify.com/s/files/1/1330/6287/files/FORCLAZ_SAC_A_DOS_TRAVEL_100_NOIR_-_8735043_-_001_---_Expires_on_04-06-2035.jpg?v=1749858825,11
3608392926297,5476037,Kiprun,apparel,apparel.jacket,general,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun 500 남성용 방수 러닝 트레일 재킷,S,Steel Blue,80.00,108000,KRW,ko-KR,FR-01,5,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3608392926303,5476038,Kiprun,apparel,apparel.jacket,general,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun 500 남성용 방수 러닝 트레일 재킷,M,Steel Blue,80.00,108000,KRW,ko-KR,FR-01,8,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3608392926310,5476039,Kiprun,apparel,apparel.jacket,general,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun 500 남성용 방수 러닝 트레일 재킷,L,Steel Blue,80.00,108000,KRW,ko-KR,FR-01,8,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3608392926327,5476040,Kiprun,apparel,apparel.jacket,general,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun 500 남성용 방수 러닝 트레일 재킷,XL,Steel Blue,80.00,108000,KRW,ko-KR,FR-01,6,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3608392926334,5476041,Kiprun,apparel,apparel.jacket,general,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun 500 남성용 방수 러닝 트레일 재킷,2XL,Steel Blue,80.00,108000,KRW,ko-KR,FR-01,3,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3583784098113,4289568,Simond,apparel,apparel.long-sleeved-t-shirt,general,Long-sleeved t-shirt,Simond Men's Alpinism Seamless Wool Long-Sleeve Shirt,Simond Alpinism 남성용 긴팔 심리스 울 셔츠,2XL,Carbon Gray,40.00,54000,KRW,ko-KR,FR-02,2,simond-mens-alpinism-seamless-wool-long-sleeve-shirt-313061,https://cdn.shopify.com/s/files/1/1330/6287/files/8644279-product_image-p2710416.jpg?v=1742382208,9
3583787591611,4289569,Simond,apparel,apparel.long-sleeved-t-shirt,general,Long-sleeved t-shirt,Simond Men's Alpinism Seamless Wool Long-Sleeve Shirt,Simond Alpinism 남성용 긴팔 심리스 울 셔츠,L,Carbon Gray,40.00,54000,KRW,ko-KR,FR-02,6,simond-mens-alpinism-seamless-wool-long-sleeve-shirt-313061,https://cdn.shopify.com/s/files/1/1330/6287/files/8644279-product_image-p2710416.jpg?v=1742382208,9
3583787591628,4289570,Simond,apparel,apparel.long-sleeved-t-shirt,general,Long-sleeved t-shirt,Simond Men's Alpinism Seamless Wool Long-Sleeve Shirt,Simond Alpinism 남성용 긴팔 심리스 울 셔츠,M,Carbon Gray,40.00,54000,KRW,ko-KR,FR-02,6,simond-mens-alpinism-seamless-wool-long-sleeve-shirt-313061,https://cdn.shopify.com/s/files/1/1330/6287/files/8644279-product_image-p2710416.jpg?v=1742382208,9
3583787591635,4289571,Simond,apparel,apparel.long-sleeved-t-shirt,general,Long-sleeved t-shirt,Simond Men's Alpinism Seamless Wool Long-Sleeve Shirt,Simond Alpinism 남성용 긴팔 심리스 울 셔츠,S,Carbon Gray,40.00,54000,KRW,ko-KR,FR-02,4,simond-mens-alpinism-seamless-wool-long-sleeve-shirt-313061,https://cdn.shopify.com/s/files/1/1330/6287/files/8644279-product_image-p2710416.jpg?v=1742382208,9
3583787591642,4289572,Simond,apparel,apparel.long-sleeved-t-shirt,general,Long-sleeved t-shirt,Simond Men's Alpinism Seamless Wool Long-Sleeve Shirt,Simond Alpinism 남성용 긴팔 심리스 울 셔츠,XL,Carbon Gray,40.00,54000,KRW,ko-KR,FR-02,4,simond-mens-alpinism-seamless-wool-long-sleeve-shirt-313061,https://cdn.shopify.com/s/files/1/1330/6287/files/8644279-product_image-p2710416.jpg?v=1742382208,9
3608391625863,5224122,Van Rysel,apparel,apparel.jacket,general,Jacket,Van Rysel Men's RCR 2 Cycling Winter Jacket,Van Rysel RCR 2 남성용 사이클 겨울 재킷,S,Bright Indigo,159.99,216000,KRW,ko-KR,FR-03,3,van-rysel-mens-road-cycling-winter-jacket-rcr-2-blue-345268-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8883134-product_image-p2993335.jpg?v=1755553604,10
3608391625870,5224123,Van Rysel,apparel,apparel.jacket,general,Jacket,Van Rysel Men's RCR 2 Cycling Winter Jacket,Van Rysel RCR 2 남성용 사이클 겨울 재킷,M,Bright Indigo,159.99,216000,KRW,ko-KR,FR-03,4,van-rysel-mens-road-cycling-winter-jacket-rcr-2-blue-345268-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8883134-product_image-p2993335.jpg?v=1755553604,10
3608391625887,5224124,Van Rysel,apparel,apparel.jacket,general,Jacket,Van Rysel Men's RCR 2 Cycling Winter Jacket,Van Rysel RCR 2 남성용 사이클 겨울 재킷,XL,Bright Indigo,159.99,216000,KRW,ko-KR,FR-03,3,van-rysel-mens-road-cycling-winter-jacket-rcr-2-blue-345268-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8883134-product_image-p2993335.jpg?v=1755553604,10
3608391625894,5224125,Van Rysel,apparel,apparel.jacket,general,Jacket,Van Rysel Men's RCR 2 Cycling Winter Jacket,Van Rysel RCR 2 남성용 사이클 겨울 재킷,L,Bright Indigo,159.99,216000,KRW,ko-KR,FR-03,4,van-rysel-mens-road-cycling-winter-jacket-rcr-2-blue-345268-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8883134-product_image-p2993335.jpg?v=1755553604,10
3608439346163,4163887,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Men's MH120 Hiking Fleece,Quechua MH120 남성용 등산 플리스,S,Black,34.99,47200,KRW,ko-KR,GF-R2-U1,4,quechua-mens-mh120-hiking-fleece-176453,https://cdn.shopify.com/s/files/1/1330/6287/files/8606098-product_image-p2607248.jpg?v=1706185330,10
3608439346187,4163888,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Men's MH120 Hiking Fleece,Quechua MH120 남성용 등산 플리스,XL,Black,34.99,47200,KRW,ko-KR,GF-R2-U1,5,quechua-mens-mh120-hiking-fleece-176453,https://cdn.shopify.com/s/files/1/1330/6287/files/8606098-product_image-p2607248.jpg?v=1706185330,10
3608439346224,4163883,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Men's MH120 Hiking Fleece,Quechua MH120 남성용 등산 플리스,3XL,Black,34.99,47200,KRW,ko-KR,GF-R2-U1,1,quechua-mens-mh120-hiking-fleece-176453,https://cdn.shopify.com/s/files/1/1330/6287/files/8606098-product_image-p2607248.jpg?v=1706185330,10
3608439346248,4163884,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Men's MH120 Hiking Fleece,Quechua MH120 남성용 등산 플리스,4XL,Black,34.99,47200,KRW,ko-KR,GF-R2-U1,1,quechua-mens-mh120-hiking-fleece-176453,https://cdn.shopify.com/s/files/1/1330/6287/files/8606098-product_image-p2607248.jpg?v=1706185330,10
3608439346262,4163885,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Men's MH120 Hiking Fleece,Quechua MH120 남성용 등산 플리스,L,Black,34.99,47200,KRW,ko-KR,GF-R2-U1,7,quechua-mens-mh120-hiking-fleece-176453,https://cdn.shopify.com/s/files/1/1330/6287/files/8606098-product_image-p2607248.jpg?v=1706185330,10
3608439346286,4163886,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Men's MH120 Hiking Fleece,Quechua MH120 남성용 등산 플리스,M,Black,34.99,47200,KRW,ko-KR,GF-R2-U1,7,quechua-mens-mh120-hiking-fleece-176453,https://cdn.shopify.com/s/files/1/1330/6287/files/8606098-product_image-p2607248.jpg?v=1706185330,10
3608439346309,4163882,Quechua,apparel,apparel.fleece,hike_camp,Fleece,Quechua Men's MH120 Hiking Fleece,Quechua MH120 남성용 등산 플리스,2XL,Black,34.99,47200,KRW,ko-KR,GF-R2-U1,2,quechua-mens-mh120-hiking-fleece-176453,https://cdn.shopify.com/s/files/1/1330/6287/files/8606098-product_image-p2607248.jpg?v=1706185330,10
3583787864364,2712105,Simond,apparel,apparel.boxer-shorts,general,Boxer shorts,Simond Trek 500 Merino Wool Backpacking Underwear Women's,Simond Trek 500 Underwear 여성용 백패킹 메리노 울,L,Black,29.99,40500,KRW,ko-KR,FR-04,4,womens-mountain-backpacking-merino-wool-pants-trek-500-306971,https://cdn.shopify.com/s/files/1/1330/6287/files/8544731-product_image-p2815818.jpg?v=1748659487,6
3583787864388,2712109,Simond,apparel,apparel.boxer-shorts,general,Boxer shorts,Simond Trek 500 Merino Wool Backpacking Underwear Women's,Simond Trek 500 Underwear 여성용 백패킹 메리노 울,XS,Black,29.99,40500,KRW,ko-KR,FR-04,1,womens-mountain-backpacking-merino-wool-pants-trek-500-306971,https://cdn.shopify.com/s/files/1/1330/6287/files/8544731-product_image-p2815818.jpg?v=1748659487,6
3583787864395,2712108,Simond,apparel,apparel.boxer-shorts,general,Boxer shorts,Simond Trek 500 Merino Wool Backpacking Underwear Women's,Simond Trek 500 Underwear 여성용 백패킹 메리노 울,XL,Black,29.99,40500,KRW,ko-KR,FR-04,3,womens-mountain-backpacking-merino-wool-pants-trek-500-306971,https://cdn.shopify.com/s/files/1/1330/6287/files/8544731-product_image-p2815818.jpg?v=1748659487,6
3583787864401,2712107,Simond,apparel,apparel.boxer-shorts,general,Boxer shorts,Simond Trek 500 Merino Wool Backpacking Underwear Women's,Simond Trek 500 Underwear 여성용 백패킹 메리노 울,S,Black,29.99,40500,KRW,ko-KR,FR-04,3,womens-mountain-backpacking-merino-wool-pants-trek-500-306971,https://cdn.shopify.com/s/files/1/1330/6287/files/8544731-product_image-p2815818.jpg?v=1748659487,6
3583787864418,2712106,Simond,apparel,apparel.boxer-shorts,general,Boxer shorts,Simond Trek 500 Merino Wool Backpacking Underwear Women's,Simond Trek 500 Underwear 여성용 백패킹 메리노 울,M,Black,29.99,40500,KRW,ko-KR,FR-04,5,womens-mountain-backpacking-merino-wool-pants-trek-500-306971,https://cdn.shopify.com/s/files/1/1330/6287/files/8544731-product_image-p2815818.jpg?v=1748659487,6
3583787837504,2899682,Forclaz,bag_pack,bag_pack.backpack,hike_camp,Backpack,Forclaz Travel 100 Compact Waterproof 20 L Hiking Backpack,Forclaz 100 20 방수 컴팩트 등산 트래블 백팩,20 L,Black,29.99,40500,KRW,ko-KR,GF-R2-U1,5,compact-waterproof-20-liter-backpack-travel-100-309854,https://cdn.shopify.com/s/files/1/1330/6287/files/8560418-product_image-p2621816.jpg?v=1712057869,7
3608393906991,5075896,Simond,apparel,apparel.t-shirt,general,T-shirt,SIMOND Women's Travel 500 Merino Wool T-Shirt,SIMOND 500 여성용 메리노 트래블 울 티셔츠,XS,Midnight Blue,49.99,67500,KRW,ko-KR,GB-R1-U1,2,simond-women-s-travel-500-merino-wool-t-shirt-midnight-blue-8853036,https://cdn.shopify.com/s/files/1/1330/6287/files/default_4d4d9151-dd30-4fad-974e-ca2f4832a11a.jpg?v=1775497382,8
3608393907806,5075897,Simond,apparel,apparel.t-shirt,general,T-shirt,SIMOND Women's Travel 500 Merino Wool T-Shirt,SIMOND 500 여성용 메리노 트래블 울 티셔츠,S,Midnight Blue,49.99,67500,KRW,ko-KR,GB-R1-U1,4,simond-women-s-travel-500-merino-wool-t-shirt-midnight-blue-8853036,https://cdn.shopify.com/s/files/1/1330/6287/files/default_4d4d9151-dd30-4fad-974e-ca2f4832a11a.jpg?v=1775497382,8
3608393907813,5075898,Simond,apparel,apparel.t-shirt,general,T-shirt,SIMOND Women's Travel 500 Merino Wool T-Shirt,SIMOND 500 여성용 메리노 트래블 울 티셔츠,M,Midnight Blue,49.99,67500,KRW,ko-KR,GB-R1-U1,7,simond-women-s-travel-500-merino-wool-t-shirt-midnight-blue-8853036,https://cdn.shopify.com/s/files/1/1330/6287/files/default_4d4d9151-dd30-4fad-974e-ca2f4832a11a.jpg?v=1775497382,8
