ean,item_cd,brand,category,classification_key,department,product_type,name_en,name_local,size_us,color,price_usd,price_local,currency,locale,fixture,depth,handle,image,n_images
3608439509919,2191616,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,Quechua Raincut Full Zip Windproof and Veste de pluie Déperlant Femme,L,White,29.99,28.49,EUR,fr-FR,GB-R5-U2,9,quechua-womens-raincut-full-zip-windproof-and-water-repellent-rain-jacket-134585,https://cdn.shopify.com/s/files/1/1330/6287/files/8383702-product_image-p2643938.jpg?v=1704715995,7
3608439509926,2191617,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,Quechua Raincut Full Zip Windproof and Veste de pluie Déperlant Femme,XL,White,29.99,28.49,EUR,fr-FR,GB-R5-U2,7,quechua-womens-raincut-full-zip-windproof-and-water-repellent-rain-jacket-134585,https://cdn.shopify.com/s/files/1/1330/6287/files/8383702-product_image-p2643938.jpg?v=1704715995,7
3608439509933,2191614,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,Quechua Raincut Full Zip Windproof and Veste de pluie Déperlant Femme,S,White,29.99,28.49,EUR,fr-FR,GB-R5-U2,6,quechua-womens-raincut-full-zip-windproof-and-water-repellent-rain-jacket-134585,https://cdn.shopify.com/s/files/1/1330/6287/files/8383702-product_image-p2643938.jpg?v=1704715995,7
3608439509940,2191615,Quechua,apparel,apparel.jacket,hike_camp,Jacket,Quechua Women's Raincut Full Zip Windproof and Water-repellent Rain Jacket,Quechua Raincut Full Zip Windproof and Veste de pluie Déperlant Femme,M,White,29.99,28.49,EUR,fr-FR,GB-R5-U2,9,quechua-womens-raincut-full-zip-windproof-and-water-repellent-rain-jacket-134585,https://cdn.shopify.com/s/files/1/1330/6287/files/8383702-product_image-p2643938.jpg?v=1704715995,7
3608393970473,5640546,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,7,Yellow,255.00,242.25,EUR,fr-FR,PE-02,2,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608393970497,5640548,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,9.5,Yellow,255.00,242.25,EUR,fr-FR,PE-02,5,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608393971616,5640550,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,10,Yellow,255.00,242.25,EUR,fr-FR,PE-02,4,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608393971623,5640551,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,11,Yellow,255.00,242.25,EUR,fr-FR,PE-02,3,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608393971630,5640552,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,12,Yellow,255.00,242.25,EUR,fr-FR,PE-02,2,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608393971647,5640553,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,13,Yellow,255.00,242.25,EUR,fr-FR,PE-02,1,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608393971654,5653434,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,8,Yellow,255.00,242.25,EUR,fr-FR,PE-02,3,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608393971661,5654145,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,9,Yellow,255.00,242.25,EUR,fr-FR,PE-02,4,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608394138636,5793281,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,8.5,Yellow,255.00,242.25,EUR,fr-FR,PE-02,4,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608394138643,5790461,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,10.5,Yellow,255.00,242.25,EUR,fr-FR,PE-02,4,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608394138650,5779821,Kiprun,footwear,footwear.shoes,running,Shoes,Kiprun Kipstorm Elite Men's Carbon Plate Running Shoes,Kiprun Kipstorm Elite Chaussures Plaque carbone de Running Homme,11.5,Yellow,255.00,242.25,EUR,fr-FR,PE-02,2,kiprun-kipstorm-elite-mens-carbon-plate-running-shoes-362113,https://cdn.shopify.com/s/files/1/1330/6287/files/8961381_001.jpg?v=1774900832,9
3608391066031,5165742,Wedze,apparel,apparel.padded-jacket,snow,Padded Jacket,Wedze Kids' 100 Waterproof Puffer Ski Jacket,Wedze 100 Veste Imperméable Doudoune de Ski Enfant,6 Years,Blue Gray,64.99,61.74,EUR,fr-FR,GB-R2-U1,3,wedze-kids-warm-and-waterproof-padded-ski-jacket-100-warm-blue-325597-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8872871-product_image-p2700907.jpg?v=1755553551,9
3608391066048,5165743,Wedze,apparel,apparel.padded-jacket,snow,Padded Jacket,Wedze Kids' 100 Waterproof Puffer Ski Jacket,Wedze 100 Veste Imperméable Doudoune de Ski Enfant,8 Years,Blue Gray,64.99,61.74,EUR,fr-FR,GB-R2-U1,8,wedze-kids-warm-and-waterproof-padded-ski-jacket-100-warm-blue-325597-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8872871-product_image-p2700907.jpg?v=1755553551,9
3608391066055,5165744,Wedze,apparel,apparel.padded-jacket,snow,Padded Jacket,Wedze Kids' 100 Waterproof Puffer Ski Jacket,Wedze 100 Veste Imperméable Doudoune de Ski Enfant,10 Years,Blue Gray,64.99,61.74,EUR,fr-FR,GB-R2-U1,11,wedze-kids-warm-and-waterproof-padded-ski-jacket-100-warm-blue-325597-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8872871-product_image-p2700907.jpg?v=1755553551,9
3608391080921,5174058,Wedze,apparel,apparel.padded-jacket,snow,Padded Jacket,Wedze Kids' 100 Waterproof Puffer Ski Jacket,Wedze 100 Veste Imperméable Doudoune de Ski Enfant,12 Years,Blue Gray,64.99,61.74,EUR,fr-FR,GB-R2-U1,8,wedze-kids-warm-and-waterproof-padded-ski-jacket-100-warm-blue-325597-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8872871-product_image-p2700907.jpg?v=1755553551,9
3608391080938,5174059,Wedze,apparel,apparel.padded-jacket,snow,Padded Jacket,Wedze Kids' 100 Waterproof Puffer Ski Jacket,Wedze 100 Veste Imperméable Doudoune de Ski Enfant,14 Years,Blue Gray,64.99,61.74,EUR,fr-FR,GB-R2-U1,4,wedze-kids-warm-and-waterproof-padded-ski-jacket-100-warm-blue-325597-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8872871-product_image-p2700907.jpg?v=1755553551,9
3608393571298,5678791,Van Rysel,apparel,apparel.short-sleeved-jersey,general,Short-sleeved jersey,Van Rysel Unisex RCR-R 2 Short-Sleeved Cycling Jersey,Van Rysel RCR-R 2 Short-Sleeved Maillot de Vélo Mixte,L,Snowy White,99.99,94.99,EUR,fr-FR,FR-01,12,van-rysel-unisex-rcr-r-2-short-sleeved-cycling-jersey-snowy-white-8969588,https://cdn.shopify.com/s/files/1/1330/6287/files/default_e945b712-55d6-46e4-a038-149822cc93eb.jpg?v=1775496937,8
3608393572004,5678792,Van Rysel,apparel,apparel.short-sleeved-jersey,general,Short-sleeved jersey,Van Rysel Unisex RCR-R 2 Short-Sleeved Cycling Jersey,Van Rysel RCR-R 2 Short-Sleeved Maillot de Vélo Mixte,XL,Snowy White,99.99,94.99,EUR,fr-FR,FR-01,8,van-rysel-unisex-rcr-r-2-short-sleeved-cycling-jersey-snowy-white-8969588,https://cdn.shopify.com/s/files/1/1330/6287/files/default_e945b712-55d6-46e4-a038-149822cc93eb.jpg?v=1775496937,8
3608393572011,5678793,Van Rysel,apparel,apparel.short-sleeved-jersey,general,Short-sleeved jersey,Van Rysel Unisex RCR-R 2 Short-Sleeved Cycling Jersey,Van Rysel RCR-R 2 Short-Sleeved Maillot de Vélo Mixte,XS,Snowy White,99.99,94.99,EUR,fr-FR,FR-01,3,van-rysel-unisex-rcr-r-2-short-sleeved-cycling-jersey-snowy-white-8969588,https://cdn.shopify.com/s/files/1/1330/6287/files/default_e945b712-55d6-46e4-a038-149822cc93eb.jpg?v=1775496937,8
3608393572028,5688876,Van Rysel,apparel,apparel.short-sleeved-jersey,general,Short-sleeved jersey,Van Rysel Unisex RCR-R 2 Short-Sleeved Cycling Jersey,Van Rysel RCR-R 2 Short-Sleeved Maillot de Vélo Mixte,S,Snowy White,99.99,94.99,EUR,fr-FR,FR-01,7,van-rysel-unisex-rcr-r-2-short-sleeved-cycling-jersey-snowy-white-8969588,https://cdn.shopify.com/s/files/1/1330/6287/files/default_e945b712-55d6-46e4-a038-149822cc93eb.jpg?v=1775496937,8
3608393572035,5690093,Van Rysel,apparel,apparel.short-sleeved-jersey,general,Short-sleeved jersey,Van Rysel Unisex RCR-R 2 Short-Sleeved Cycling Jersey,Van Rysel RCR-R 2 Short-Sleeved Maillot de Vélo Mixte,2XL,Snowy White,99.99,94.99,EUR,fr-FR,FR-01,5,van-rysel-unisex-rcr-r-2-short-sleeved-cycling-jersey-snowy-white-8969588,https://cdn.shopify.com/s/files/1/1330/6287/files/default_e945b712-55d6-46e4-a038-149822cc93eb.jpg?v=1775496937,8
3608393572059,5691762,Van Rysel,apparel,apparel.short-sleeved-jersey,general,Short-sleeved jersey,Van Rysel Unisex RCR-R 2 Short-Sleeved Cycling Jersey,Van Rysel RCR-R 2 Short-Sleeved Maillot de Vélo Mixte,M,Snowy White,99.99,94.99,EUR,fr-FR,FR-01,12,van-rysel-unisex-rcr-r-2-short-sleeved-cycling-jersey-snowy-white-8969588,https://cdn.shopify.com/s/files/1/1330/6287/files/default_e945b712-55d6-46e4-a038-149822cc93eb.jpg?v=1775496937,8
3583784223768,4557085,Quechua,apparel,apparel.parka,hike_camp,Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,Quechua NH900 Parka Imperméable de Randonnée Hiver Homme,S,Black,229.00,217.55,EUR,fr-FR,GB-R5-U3,6,quechua-mens-sh900-waterproof-parka-340345,https://cdn.shopify.com/s/files/1/1330/6287/files/8755599-product_image-p2294228.jpg?v=1718730987,14
3583784223775,4557086,Quechua,apparel,apparel.parka,hike_camp,Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,Quechua NH900 Parka Imperméable de Randonnée Hiver Homme,M,Black,229.00,217.55,EUR,fr-FR,GB-R5-U3,10,quechua-mens-sh900-waterproof-parka-340345,https://cdn.shopify.com/s/files/1/1330/6287/files/8755599-product_image-p2294228.jpg?v=1718730987,14
3583784223782,4557087,Quechua,apparel,apparel.parka,hike_camp,Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,Quechua NH900 Parka Imperméable de Randonnée Hiver Homme,L,Black,229.00,217.55,EUR,fr-FR,GB-R5-U3,9,quechua-mens-sh900-waterproof-parka-340345,https://cdn.shopify.com/s/files/1/1330/6287/files/8755599-product_image-p2294228.jpg?v=1718730987,14
3583784223799,4557088,Quechua,apparel,apparel.parka,hike_camp,Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,Quechua NH900 Parka Imperméable de Randonnée Hiver Homme,XL,Black,229.00,217.55,EUR,fr-FR,GB-R5-U3,7,quechua-mens-sh900-waterproof-parka-340345,https://cdn.shopify.com/s/files/1/1330/6287/files/8755599-product_image-p2294228.jpg?v=1718730987,14
3583784226509,4557089,Quechua,apparel,apparel.parka,hike_camp,Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,Quechua NH900 Parka Imperméable de Randonnée Hiver Homme,2XL,Black,229.00,217.55,EUR,fr-FR,GB-R5-U3,3,quechua-mens-sh900-waterproof-parka-340345,https://cdn.shopify.com/s/files/1/1330/6287/files/8755599-product_image-p2294228.jpg?v=1718730987,14
3583784226516,4557090,Quechua,apparel,apparel.parka,hike_camp,Parka,Quechua Men's NH900 Winter Waterproof Hiking Parka,Quechua NH900 Parka Imperméable de Randonnée Hiver Homme,3XL,Black,229.00,217.55,EUR,fr-FR,GB-R5-U3,2,quechua-mens-sh900-waterproof-parka-340345,https://cdn.shopify.com/s/files/1/1330/6287/files/8755599-product_image-p2294228.jpg?v=1718730987,14
3608439260063,4646131,Quechua,outdoor,outdoor.pillow,hike_camp,Pillow,Quechua Comfort Camping Pillow,Quechua Comfort Camping Oreiller,OS,Dark Petrol Blue,14.00,13.3,EUR,fr-FR,GB-R5-U2,3,quechua-comfort-camping-pillow,https://cdn.shopify.com/s/files/1/1330/6287/files/default_1e1ab4f3-06c2-4702-a3b9-913f0b49b50b.jpg?v=1775490984,5
3608391795962,5283901,Simond,apparel,apparel.down-jacket,climb,Down jacket,Simond Men's MT100 Down Puffer Jacket,Simond MT100 Doudoune Duvet Homme,S,Black,99.00,94.05,EUR,fr-FR,GB-R3-U1,4,forclaz-mens-backpacking-down-jacket-266-f-mt100-black-356260-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8901459-product_image-p2920889.jpg?v=1755553777,7
3608391795979,5283902,Simond,apparel,apparel.down-jacket,climb,Down jacket,Simond Men's MT100 Down Puffer Jacket,Simond MT100 Doudoune Duvet Homme,M,Black,99.00,94.05,EUR,fr-FR,GB-R3-U1,7,forclaz-mens-backpacking-down-jacket-266-f-mt100-black-356260-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8901459-product_image-p2920889.jpg?v=1755553777,7
3608391795986,5283903,Simond,apparel,apparel.down-jacket,climb,Down jacket,Simond Men's MT100 Down Puffer Jacket,Simond MT100 Doudoune Duvet Homme,L,Black,99.00,94.05,EUR,fr-FR,GB-R3-U1,7,forclaz-mens-backpacking-down-jacket-266-f-mt100-black-356260-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8901459-product_image-p2920889.jpg?v=1755553777,7
3608391795993,5283904,Simond,apparel,apparel.down-jacket,climb,Down jacket,Simond Men's MT100 Down Puffer Jacket,Simond MT100 Doudoune Duvet Homme,XL,Black,99.00,94.05,EUR,fr-FR,GB-R3-U1,5,forclaz-mens-backpacking-down-jacket-266-f-mt100-black-356260-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8901459-product_image-p2920889.jpg?v=1755553777,7
3608391796105,5283905,Simond,apparel,apparel.down-jacket,climb,Down jacket,Simond Men's MT100 Down Puffer Jacket,Simond MT100 Doudoune Duvet Homme,2XL,Black,99.00,94.05,EUR,fr-FR,GB-R3-U1,3,forclaz-mens-backpacking-down-jacket-266-f-mt100-black-356260-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8901459-product_image-p2920889.jpg?v=1755553777,7
3608391796112,5283906,Simond,apparel,apparel.down-jacket,climb,Down jacket,Simond Men's MT100 Down Puffer Jacket,Simond MT100 Doudoune Duvet Homme,3XL,Black,99.00,94.05,EUR,fr-FR,GB-R3-U1,1,forclaz-mens-backpacking-down-jacket-266-f-mt100-black-356260-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8901459-product_image-p2920889.jpg?v=1755553777,7
3583784881531,5242382,Van Rysel,outdoor,outdoor.road-bike,general,Road bike,Van Rysel RCR Rival AXS V1,Van Rysel RCR Rival AXS V1,"XS / 5' - 5'3""",Bright Indigo,4999.00,4749.05,EUR,fr-FR,GB-R1-U1,1,van-rysel-rcr-rival-axs-power-sensor-road-bike-355770,https://cdn.shopify.com/s/files/1/1330/6287/files/8885220-product_image-p2561256.jpg?v=1713460919,11
3583784881548,5242383,Van Rysel,outdoor,outdoor.road-bike,general,Road bike,Van Rysel RCR Rival AXS V1,Van Rysel RCR Rival AXS V1,"S / 5'3"" - 5'8""",Bright Indigo,4999.00,4749.05,EUR,fr-FR,GB-R1-U1,1,van-rysel-rcr-rival-axs-power-sensor-road-bike-355770,https://cdn.shopify.com/s/files/1/1330/6287/files/8885220-product_image-p2561256.jpg?v=1713460919,11
3583784881555,5242384,Van Rysel,outdoor,outdoor.road-bike,general,Road bike,Van Rysel RCR Rival AXS V1,Van Rysel RCR Rival AXS V1,"M / 5'7"" - 5'11""",Bright Indigo,4999.00,4749.05,EUR,fr-FR,GB-R1-U1,0,van-rysel-rcr-rival-axs-power-sensor-road-bike-355770,https://cdn.shopify.com/s/files/1/1330/6287/files/8885220-product_image-p2561256.jpg?v=1713460919,11
3583784881562,5242385,Van Rysel,outdoor,outdoor.road-bike,general,Road bike,Van Rysel RCR Rival AXS V1,Van Rysel RCR Rival AXS V1,"L / 5'10"" - 6'2""",Bright Indigo,4999.00,4749.05,EUR,fr-FR,GB-R1-U1,1,van-rysel-rcr-rival-axs-power-sensor-road-bike-355770,https://cdn.shopify.com/s/files/1/1330/6287/files/8885220-product_image-p2561256.jpg?v=1713460919,11
3583784881579,5242386,Van Rysel,outdoor,outdoor.road-bike,general,Road bike,Van Rysel RCR Rival AXS V1,Van Rysel RCR Rival AXS V1,"XL / 6'1"" - 6'5""",Bright Indigo,4999.00,4749.05,EUR,fr-FR,GB-R1-U1,0,van-rysel-rcr-rival-axs-power-sensor-road-bike-355770,https://cdn.shopify.com/s/files/1/1330/6287/files/8885220-product_image-p2561256.jpg?v=1713460919,11
3583787932841,2607383,Itiwit,outdoor,outdoor.seat,general,Seat,Kayak seat x500 Itiwit 1P or 2P,Kayak x500 Itiwit 1P or 2P Selle,One Size,Unspecified,50.00,47.5,EUR,fr-FR,GB-R1-U2,2,itiwit-decathlon-inflatable-x500-kayak-seat-304088,https://cdn.shopify.com/s/files/1/1330/6287/files/8517753-product_image-p1498857.jpg?v=1700656892,7
3583784272414,4299408,Wedze,apparel,apparel.ski-pants,snow,Ski pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,Wedze 500 PNF Pantalon Imperméable Neige Chaud Enfant,10 - 12 Years,Graphite Black,69.99,66.49,EUR,fr-FR,GB-R2-U2,7,wedze-kids-warm-and-waterproof-ski-pants-500-pnf-black-332477-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645272-product_image-p2598957.jpg?v=1755289869,8
3583784272421,4299409,Wedze,apparel,apparel.ski-pants,snow,Ski pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,Wedze 500 PNF Pantalon Imperméable Neige Chaud Enfant,12 - 14 Years,Graphite Black,69.99,66.49,EUR,fr-FR,GB-R2-U2,6,wedze-kids-warm-and-waterproof-ski-pants-500-pnf-black-332477-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645272-product_image-p2598957.jpg?v=1755289869,8
