epc,ean,item_cd,category,fixture
30395DFA819C91C0004EBD26,3583784224710,4402530,apparel,GF-R1-U5
30395DFA819C91C0003D50A7,3583784224710,4402530,apparel,GF-R1-U5
30395DFA819C91C0000ED817,3583784224710,4402530,apparel,GF-R1-U5
30395DFA819C91C0003DADAA,3583784224710,4402530,apparel,GF-R1-U5
30395DFA819C91C000914235,3583784224710,4402530,apparel,GF-R1-U5
30395DFA819C92400015F14A,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240007C6DC6,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C92400011BBD1,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C924000886356,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240002035BF,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C92400020E22B,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C92400079B003,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240008CC3D5,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240002A49AA,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C92400043DEA8,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C924000871989,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240006C56AC,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C924000363C50,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240008A1336,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C92400033828A,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240004FD08B,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C924000662843,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240005F9C64,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C924000702B3B,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240008483C1,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C924000739880,3583784224734,4402532,apparel,GF-R1-U6
30395DFA819C9240001EFE09,3583784224734,4402532,apparel,GF-R1-U6
3039606203C15680005690AE,3608409844101,2771158,outdoor,GF-R6-U1
30396061C132B340008DD1B5,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B340003AECB4,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B3400096A7EA,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B34000386412,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B3400001DB2A,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B34000123082,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B340000F1641,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B340003A9FD5,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B3400011450D,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B34000080E95,3608393140616,4002647,apparel,GF-R1-U7
30396061C132B3000012279D,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B3000083A3A4,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300003CF1C7,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B30000474E31,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300007C4807,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B3000036DC21,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300008A0F24,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B3000021E318,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300009233C9,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B30000938683,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300007904DF,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300003E38F9,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300007918A9,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300006838FC,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B3000030C29C,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300001829A4,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B3000018D45D,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300006E5D46,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300005AB726,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300006C738E,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B300006941E7,3608393140609,4002646,apparel,GF-R2-U1
30396061C132B040000DE211,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B040001935D1,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B040000F8837,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B04000671618,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B0400056E071,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B040001BFCF6,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B040003FABD9,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B04000310FF4,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B0400030B56F,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B04000894DED,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B0400072DC3E,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B0400023E6E4,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B040006C0457,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B040002EFCFA,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B040004752A4,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B040007672B3,3608393140494,4002645,apparel,GF-R2-U2
30396061C132B38000135054,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B380007174EC,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B380008CE606,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B38000191473,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B380000CF743,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B380008A67E0,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B3800003CB13,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B3800017E3F9,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B380003C8745,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B380002A9745,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B38000680EA8,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B380007C56E2,3608393140623,4002648,apparel,GF-R2-U3
30396061C132B380007B3E36,3608393140623,4002648,apparel,GF-R2-U3
30396061C132AFC00066AE7B,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC0000F06A2,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC0002A2990,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC000610849,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC000009129,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC00063F696,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC00043E840,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC000747F55,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC0004909FF,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC0006C4E1F,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC0008E4ABD,3608393140470,4002642,apparel,GF-R2-U4
30396061C132AFC0007C9A67,3608393140470,4002642,apparel,GF-R2-U4
30396061C132B000004BF8F3,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B0000037BF26,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B000000EFCAA,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B00000944910,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B000008AD136,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B000000F9ED2,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B00000504C4F,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B000000EA64A,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B000000CDA08,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B00000959091,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B000007A12B7,3608393140487,4002643,apparel,GF-R2-U5
30396061C132B0000080BEB5,3608393140487,4002643,apparel,GF-R2-U5
30396061C14B0A000087FBC9,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A000028516A,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00000E9390,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00008204F4,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A0000148617,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00002F9621,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A0000118E85,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A0000985820,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00001169CA,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00003C3A3A,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00006761BD,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00001EB4CB,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A000091DA27,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00003F0BE0,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00009437F2,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A0000983650,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00000A306A,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00001500C5,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A00006B563A,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A0000956F74,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A000090B69E,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B0A000085D8FE,3608393389848,5664473,apparel,GF-R2-U6
30396061C14B67800042C572,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B678000344E3C,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B678000507242,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B6780003D1E6D,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B678000440338,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B678000655620,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B678000218525,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B6780004CD083,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B678000751093,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B67800050F4E5,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B678000129617,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B678000026667,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B67800075561B,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B678000902441,3608393393586,5664478,apparel,GF-R2-U7
30396061C14B0A400012C51E,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A400089A650,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A400036952F,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A4000818590,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A400043E814,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A400021EC94,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A4000595C8C,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A400011A036,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40003E8D54,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40005E9D3B,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A400048F8D7,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A4000286600,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40007030C5,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40008B143D,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40004D75AB,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A4000876C90,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A4000020499,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40008DFE52,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40004CA7FD,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40001A888D,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40002264CF,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A400043B7F1,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B0A40001D90A3,3608393389855,5664474,apparel,GF-R3-U1
30396061C14B67C0008DA3F8,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C00027CF57,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C00045BC84,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C000482515,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C00035EFBB,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C00057CAE8,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C0003422DC,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C00043985A,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C000816664,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C0007D1454,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C000404D63,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C0000D0510,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C00017A4C7,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C0006C735E,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C00046D86B,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C0000B4D2D,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C00000EC46,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C0005567DE,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C00021814D,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C000431368,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B67C000296157,3608393393593,5664479,apparel,GF-R3-U2
30396061C14B0A80008D3ED5,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80006D80CB,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80008F9B7F,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A8000027D9E,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80001CA7AC,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A8000134716,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A8000262C53,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80008BAFB6,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A8000093D0B,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80005E88D8,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A8000952340,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80008D7630,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A800025ED61,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80006E0A68,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A800020A42D,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80000AB933,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80004EEDEC,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80005D5DB5,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B0A80000A3A74,3608393389862,5664475,apparel,GF-R3-U3
30396061C14B8D800035CB7B,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80003FE516,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80001A5496,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80005A8E96,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80008F586E,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D8000680C41,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80002794B6,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80003C9EB9,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D8000299D9F,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80002D5735,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D8000699008,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D8000065C4E,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80002DEE7C,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D8000550E03,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80006969F0,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80003F8BCB,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D8000445149,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D800028C518,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D80001BB00F,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D800061F229,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B8D800009EDC3,3608393395108,5664480,apparel,GF-R3-U4
30396061C14B0AC00038F552,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC000331B1C,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC00075DA56,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC00059871E,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC0004E24E5,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC0003A479A,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC00039156C,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC0000612C7,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC0003174DC,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC0006605C5,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC000540CE1,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC00047566F,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC00011C976,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC0004778A4,3608393389879,5664476,apparel,GF-R3-U5
30396061C14B0AC00059E89E,3608393389879,5664476,apparel,GF-R3-U5
